,artist_name,song_names,song_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
424,Sebastian Yatra,No Hay Nadie Más,76,0.861,0.695,199733,0.379,0.0,6,0.106,-9.096,1,0.0339,105.10799999999999,4,0.8079999999999999
425,Sebastian Yatra,Por Perro,72,0.429,0.684,245440,0.762,0.0,0,0.0852,-5.18,1,0.0501,172.00900000000001,4,0.892
426,Sebastian Yatra,A Partir De Hoy,75,0.18600000000000003,0.652,196803,0.857,0.0,6,0.377,-5.044,1,0.0676,163.963,4,0.504
427,Sebastian Yatra,Contigo Siempre,74,0.0418,0.6609999999999999,201440,0.503,0.0,7,0.0978,-8.508,1,0.0414,145.945,4,0.731
428,Sebastian Yatra,Ni Gucci Ni Prada - Remix,73,0.245,0.81,212693,0.7559999999999999,0.0,2,0.358,-6.07,1,0.0969,105.005,4,0.919
429,Sebastian Yatra,Suena El Dembow,73,0.174,0.695,195813,0.856,0.0,0,0.11599999999999999,-4.446000000000001,1,0.0547,91.911,4,0.728
430,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",73,0.0106,0.669,237547,0.8320000000000001,0.0,0,0.0968,-5.72,1,0.0682,113.035,4,0.7
431,Justin Timberlake,Say Something,76,0.10300000000000001,0.7070000000000001,278893,0.632,1.09e-05,10,0.0841,-7.031000000000001,1,0.0789,97.04,4,0.37200000000000005
432,Justin Timberlake,Cry Me a River,75,0.575,0.624,288333,0.653,0.0,8,0.10400000000000001,-6.582000000000001,0,0.17600000000000002,73.884,4,0.565
433,Justin Timberlake,Mirrors,74,0.23399999999999999,0.574,484147,0.512,0.0,5,0.0946,-6.664,0,0.0503,76.899,4,0.512
434,Justin Timberlake,Rock Your Body,72,0.20199999999999999,0.8909999999999999,267267,0.7140000000000001,0.000234,4,0.0521,-6.055,0,0.14,100.97200000000001,4,0.818
435,Justin Timberlake,My Love (feat. T.I.),70,0.27699999999999997,0.772,276160,0.68,1.17e-05,11,0.682,-5.881,0,0.22399999999999998,119.95299999999999,4,0.807
436,Justin Timberlake,Love Never Felt so Good,70,0.132,0.775,246027,0.7190000000000001,1.79e-06,7,0.0662,-6.212000000000001,0,0.0435,117.51299999999999,4,0.7120000000000001
437,Justin Timberlake,What Goes Around.../...Comes Around (Interlude),70,0.131,0.685,448533,0.723,0.000935,7,0.5920000000000001,-4.791,1,0.17600000000000002,75.995,4,0.385
438,Justin Timberlake,Señorita,66,0.0729,0.841,294867,0.629,0.0,1,0.0742,-5.351,1,0.0442,97.963,4,0.87
439,Justin Timberlake,SexyBack (feat. Timbaland),59,0.0679,0.9670000000000001,242800,0.599,0.0,7,0.0526,-5.659,0,0.0706,117.001,4,0.9640000000000001
440,Michael Jackson,Billie Jean,81,0.0236,0.92,293827,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847
441,Michael Jackson,Don’t Matter To Me (with Michael Jackson),80,0.493,0.826,245787,0.318,0.0131,10,0.11,-12.390999999999998,1,0.0574,103.00200000000001,4,0.138
442,Michael Jackson,Beat It - Single Version,76,0.0491,0.779,258040,0.867,7.98e-06,3,0.19699999999999998,-3.7039999999999997,0,0.0457,138.858,4,0.915
443,Michael Jackson,Smooth Criminal - 2012 Remaster,75,0.247,0.853,257760,0.981,0.46799999999999997,8,0.306,-3.947,1,0.0751,118.193,4,0.595
444,Michael Jackson,Don't Stop 'Til You Get Enough - Single Version,74,0.126,0.878,365467,0.821,0.0461,11,0.183,-9.875,1,0.08900000000000001,118.881,4,0.9470000000000001
445,Michael Jackson,Rock with You - Single Version,73,0.179,0.8079999999999999,220627,0.535,9.91e-05,1,0.158,-12.520999999999999,1,0.0353,114.031,4,0.848
446,Michael Jackson,The Way You Make Me Feel - 2012 Remaster,71,0.0544,0.877,298120,0.8540000000000001,5.5e-05,1,0.14400000000000002,-4.523,1,0.147,114.47200000000001,4,0.54
447,Michael Jackson,Love Never Felt so Good,70,0.132,0.775,246027,0.7190000000000001,1.79e-06,7,0.0662,-6.212000000000001,0,0.0435,117.51299999999999,4,0.7120000000000001
448,Michael Jackson,P.Y.T. (Pretty Young Thing),70,0.23,0.888,238733,0.815,0.000424,11,0.127,-4.909,0,0.0404,127.273,4,0.961
449,Michael Jackson,Remember the Time,70,0.153,0.831,239227,0.9209999999999999,0.00213,5,0.305,-2.383,0,0.0581,108.00200000000001,4,0.794
450,21 Savage,a lot,90,0.0395,0.8370000000000001,288624,0.636,0.00125,1,0.342,-7.643,1,0.086,145.972,4,0.27399999999999997
451,21 Savage,monster,85,0.158,0.89,233040,0.607,0.00022799999999999999,9,0.11800000000000001,-6.916,0,0.124,134.02200000000002,4,0.22399999999999998
452,21 Savage,Bank Account,82,0.0151,0.884,220307,0.34600000000000003,7.04e-06,8,0.0871,-8.228,0,0.35100000000000003,75.016,4,0.376
453,21 Savage,all my friends,81,0.171,0.713,211785,0.62,1.16e-06,0,0.11800000000000001,-4.513,1,0.0422,130.09,4,0.20600000000000002
454,21 Savage,can't leave without it,79,0.111,0.872,205352,0.591,0.0,6,0.14400000000000002,-6.952000000000001,0,0.359,131.982,4,0.696
455,21 Savage,1.5,76,0.000244,0.885,148656,0.52,1.16e-06,1,0.45399999999999996,-8.353,1,0.359,84.022,4,0.306
456,21 Savage,Bartier Cardi (feat. 21 Savage),76,0.0011099999999999999,0.9079999999999999,224285,0.524,0.000678,1,0.38299999999999995,-7.955,1,0.18100000000000002,138.015,4,0.109
457,21 Savage,ball w/o you,75,0.0467,0.892,195047,0.633,0.00018899999999999999,8,0.139,-7.471,1,0.0902,137.994,4,0.45899999999999996
458,21 Savage,asmr,75,0.0399,0.84,171714,0.5429999999999999,0.0,1,0.11699999999999999,-7.7379999999999995,1,0.47600000000000003,170.067,4,0.161
459,21 Savage,X (feat. Future),74,0.373,0.835,258880,0.413,0.00133,1,0.10099999999999999,-9.81,1,0.396,149.004,4,0.111
